time,temperature_2m,dew_point_2m,relative_humidity_2m,pressure_msl,wind_speed_10m,wind_direction_10m,shortwave_radiation
2024-06-27T18:00,27.8,24.1,80,1004.5,14.0,244,364.0
2024-06-27T19:00,27.4,24.4,84,1004.8,15.5,239,174.0
2024-06-27T20:00,27.2,24.5,85,1005.1,13.5,236,30.0
2024-06-27T21:00,27.1,24.6,86,1005.4,13.6,230,0.0
2024-06-27T22:00,27.0,24.6,87,1005.7,13.5,228,0.0
2024-06-27T23:00,26.9,24.6,87,1005.8,13.8,229,0.0
2024-06-28T00:00,26.8,24.7,88,1005.6,13.2,227,0.0
2024-06-28T01:00,26.8,24.6,88,1005.1,12.7,223,0.0
2024-06-28T02:00,26.8,24.4,86,1004.7,13.3,221,0.0
2024-06-28T03:00,26.8,24.1,85,1004.7,13.9,217,0.0
2024-06-28T04:00,26.7,24.3,87,1004.3,14.3,227,0.0
2024-06-28T05:00,26.6,24.4,87,1004.1,17.6,226,0.0
2024-06-28T06:00,26.4,24.4,89,1004.2,18.8,223,7.0
2024-06-28T07:00,26.5,24.2,87,1004.6,18.6,216,109.0
2024-06-28T08:00,26.8,23.8,83,1004.8,21.0,218,280.0
2024-06-28T09:00,27.1,23.7,81,1004.9,23.1,217,461.0
2024-06-28T10:00,27.4,23.7,80,1004.9,23.2,221,640.0
2024-06-28T11:00,27.5,23.8,80,1005.1,22.9,222,760.0
2024-06-28T12:00,27.5,23.9,81,1005.1,23.2,224,864.0
2024-06-28T13:00,27.5,23.9,81,1005.0,22.1,224,925.0
2024-06-28T14:00,27.5,23.7,80,1004.8,20.7,221,924.0
2024-06-28T15:00,27.5,23.7,80,1004.4,20.2,221,853.0
2024-06-28T16:00,27.6,23.7,80,1004.0,15.0,226,728.0
2024-06-28T17:00,27.4,23.9,81,1003.4,17.1,228,560.0
2024-06-28T18:00,27.2,24.0,82,1003.1,17.2,217,367.0
2024-06-28T19:00,27.5,24.3,83,1002.9,17.4,214,175.0
2024-06-28T20:00,27.3,24.4,84,1002.7,18.4,222,31.0
2024-06-28T21:00,27.1,24.6,86,1002.9,20.7,221,0.0
2024-06-28T22:00,27.1,24.5,86,1003.0,20.5,218,0.0
2024-06-28T23:00,27.0,24.4,86,1003.1,21.5,218,0.0
2024-06-29T00:00,26.9,24.5,87,1002.8,22.0,215,0.0
2024-06-29T01:00,26.8,24.5,87,1002.4,23.2,213,0.0
2024-06-29T02:00,26.9,24.0,84,1002.1,25.0,208,0.0
2024-06-29T03:00,27.1,23.2,80,1001.9,25.9,207,0.0
2024-06-29T04:00,27.0,23.2,80,1001.7,23.4,209,0.0
2024-06-29T05:00,26.9,23.3,80,1001.5,25.7,211,0.0
2024-06-29T06:00,27.0,22.7,77,1001.5,24.3,212,7.0
2024-06-29T07:00,27.2,22.6,76,1001.6,25.7,214,110.0
2024-06-29T08:00,27.2,23.1,78,1002.0,29.9,214,291.0
2024-06-29T09:00,27.3,23.3,79,1002.4,31.1,212,486.0
2024-06-29T10:00,27.6,23.1,77,1002.4,31.2,214,659.0
2024-06-29T11:00,27.6,23.5,78,1002.4,30.5,218,810.0
2024-06-29T12:00,27.5,23.8,80,1002.5,29.4,220,911.0
2024-06-29T13:00,27.5,23.7,80,1002.5,28.1,221,953.0
2024-06-29T14:00,27.5,23.6,79,1002.6,25.7,223,935.0
2024-06-29T15:00,27.5,23.6,80,1002.3,23.2,223,859.0
2024-06-29T16:00,27.9,23.6,77,1001.8,15.5,222,731.0
2024-06-29T17:00,28.0,23.5,77,1001.2,16.8,222,564.0
2024-06-29T18:00,27.7,23.9,80,1001.1,18.1,224,372.0
2024-06-29T19:00,27.5,24.0,82,1001.3,18.8,227,178.0
2024-06-29T20:00,27.4,23.8,81,1001.6,17.3,211,31.0
2024-06-29T21:00,27.1,23.7,82,1002.1,18.0,200,0.0
2024-06-29T22:00,26.8,23.7,83,1002.5,18.7,205,0.0
2024-06-29T23:00,26.8,23.5,82,1002.5,18.8,206,0.0
2024-06-30T00:00,26.7,23.1,81,1002.4,19.5,208,0.0
2024-06-30T01:00,26.6,22.8,80,1002.2,19.8,207,0.0
2024-06-30T02:00,26.4,22.3,78,1002.2,19.4,198,0.0
2024-06-30T03:00,26.4,21.6,75,1002.2,17.9,199,0.0
2024-06-30T04:00,26.7,22.5,78,1002.0,11.6,202,0.0
2024-06-30T05:00,26.5,22.4,78,1002.1,12.2,208,0.0
2024-06-30T06:00,26.4,22.4,79,1002.4,14.7,197,7.0
2024-06-30T07:00,26.7,22.2,76,1002.9,16.4,195,106.0
2024-06-30T08:00,27.1,22.0,74,1003.1,18.9,198,282.0
2024-06-30T09:00,27.3,22.2,74,1003.5,20.2,220,479.0
2024-06-30T10:00,27.2,22.8,77,1003.6,21.9,222,651.0
2024-06-30T11:00,27.3,23.0,77,1004.1,19.7,230,795.0
2024-06-30T12:00,27.5,22.9,76,1004.3,17.6,239,883.0
2024-06-30T13:00,27.5,22.7,75,1004.4,16.6,243,906.0
2024-06-30T14:00,27.5,22.6,75,1004.3,16.3,248,872.0
2024-06-30T15:00,27.5,22.4,74,1004.3,15.9,237,788.0
2024-06-30T16:00,27.9,22.7,73,1004.2,11.7,279,695.0
2024-06-30T17:00,28.0,22.5,72,1004.0,7.4,256,520.0
2024-06-30T18:00,28.1,22.3,71,1004.0,4.7,266,342.0
2024-06-30T19:00,27.9,22.0,70,1004.0,3.5,246,171.0
2024-06-30T20:00,27.8,21.9,70,1004.0,6.9,189,30.0
2024-06-30T21:00,27.6,21.6,70,1004.0,13.4,211,0.0
2024-06-30T22:00,27.4,21.8,72,1004.2,15.8,225,0.0
2024-06-30T23:00,27.3,22.1,73,1004.6,14.5,222,0.0
